id;inverse_temperature;reward_learning_rate;eligibility_trace_decay;low_mixing_weight_working_memory;high_mixing_weight_working_memory;choice_stickiness;response_stickiness
1;0.891553888578176;0.276831678929462;0.386290874096344;0.689772512477043;0.621916570842462;0.934463848256219;-0.297214100029851
2;0.346088675574027;0.657379730818461;0.542894212355341;0.847967902323547;0.405216702782264;0.069416295744726;0.85184813905789
3;1.04719381050488;0.00895474465987496;0.359824071816081;0.176415360987485;0.84708459811573;-0.847607345188875;-0.148306187277173
4;1.05687725725472;0.0441197006856162;0.368103458722676;0.098865930005854;0.828612201100954;-1.13497759867491;0.0112550233114209
5;0.0802328240697546;0.349870106966855;0.489136399525552;0.453228546492854;0.512738564814413;0.312508610981426;0.0533126785583732
6;0.592501653325931;0.495320308152994;0.448739030962533;0.470973199296125;0.264157582356734;0.102003192412041;-0.177570072482787
7;0.8391346288477;0.0860719175874752;0.414175111112199;0.651668228150462;0.762971806869082;-0.160268366542165;-0.185292021683584
8;0.56439547510856;0.0344388287364063;0.264478499925562;0.189762610067366;0.745241624158499;0.119096278243393;-0.930952849733805
9;2.10792874175858;0.098578654421212;0.203419693717078;0.0905872460400742;0.15479601208905;0.650849748301538;0.332717317032339
10;0.475713280503347;0.0133568565206808;0.398145921415256;0.377858308191187;0.74480310342649;-0.507525594047999;-0.329879418403484
11;0.826514789803004;0.0946789906561063;0.472310608164863;0.747225079099294;0.795433257716522;0.8171729071629;-0.0403262018891458
12;0.424174286773903;0.0566881533954072;0.353909641997961;0.454223262609292;0.644777904598171;0.419210094473149;-1.21793073827671
13;0.396173529443563;0.0954695737972989;0.36124543041029;0.160022781732523;0.378246775360407;-0.239969913134222;-0.643814043445713
14;0.246691622374534;0.546984296944129;0.720598088952099;0.486107870184926;0.136641087384227;-0.210244748367766;-0.738491723505548
15;0.813344512815671;0.0595473318682945;0.414534730371817;0.373678830648786;0.788288362756034;1.06412328704992;-0.715348714342304
16;1.4563675659597;0.183142734605388;0.536337947909568;0.327940310995194;0.530923813268759;0.171240620138136;-0.0246384019898295
17;0.492594917727531;0.569777025745762;0.64896533526017;0.809430363375219;0.623639431604765;0.664007333676664;-0.527742834925988
18;0.745416189025761;0.0787529562326591;0.179442118923013;0.0278830630255941;0.853682854522472;0.358886485161634;-0.0423356540860733
19;0.436350419189133;0.08300880652166;0.430624624400948;0.0546128614106295;0.743877675850632;-0.374263591233177;-0.516333887247154
20;0.591187656004464;0.182858133928276;0.557171045746878;0.76543590757103;0.848776529310232;-0.232127520113817;-0.270707915733136
21;0.412787654645932;0.474144677962416;0.481839944253325;0.720706068523913;0.744348279582032;1.83507429225605;0.165921352223374
22;0.501201906603499;0.139995122740998;0.577069976570174;0.143892231569862;0.494745979615846;0.0102619036744904;-1.33331836700115
23;0.726158536236699;0.0551985560506854;0.251210813447557;0.265397536708565;0.81198022575274;0.764637911192015;-0.537451295241465
24;0.64916250293047;0.334353609519729;0.487135262477545;0.40628049695766;0.395573250254137;0.98274618557439;-0.0250044751627827
25;0.605140826253776;0.161115019971662;0.544727183160117;0.446285544056462;0.521092405404234;1.44773860641924;-0.140772167239987
26;0.484378248726224;0.247513675582397;0.200449820425709;0.227070203908362;0.492534485641675;0.432672979123236;-1.55448787149235
27;0.955199763311973;0.0486164113778925;0.412350485897624;0.33679585101113;0.831384079453896;0.204592121306985;-0.153656394841138
28;0.654985711094068;0.131484589821324;0.604724037007919;0.265854882268142;0.738595563904359;0.179168305238708;-0.314868926447364
29;0.407591106857459;0.076369187591582;0.418454952800324;0.167446429541968;0.0743318259444409;-0.331142063672749;-1.32720562414616
30;0.628036980401491;0.0905221215918928;0.296042965786052;0.679811110620076;0.733840665209495;0.212288693497944;0.226852849716645
31;0.710177882130503;0.258327227982588;0.41078687639166;0.244734303694269;0.626722035249171;0.373784163142945;0.258713013545216
32;0.525372026123659;0.0153019186901457;0.440691074538461;0.0626139231979534;0.325080212845586;-0.870368429314346;-1.46978441813494
33;0.658355192171289;0.184694856098748;0.412656716827685;0.744953684315241;0.680183286715441;0.879780111859581;-0.409161690578218
34;0.689537173455509;0.0607002788112542;0.320112187598383;0.508790074247109;0.791509589381834;1.29527768958534;0.112615317724481
35;0.273818326484345;0.410425565660961;0.606421298361879;0.675073137909147;0.375580356176814;-0.319673650163339;-1.81184789438615
36;0.966610186593584;0.0840741574248663;0.46446128610368;0.589710556531076;0.668124743007854;-0.124696551370862;0.184026678175236
37;0.869052289493786;0.200979592296521;0.571610830815105;0.630202678686599;0.524584902039984;1.42921227725004;-0.174356260749879
38;0.828762623602293;0.0301303518476031;0.252447094778112;0.208690329534317;0.829337362070113;0.0343750696832305;-0.318889098574721
39;0.56808118660823;0.0243018933831719;0.243736640900826;0.131260988660482;0.786205022696489;0.258605016236063;0.419423414972275
40;0.400050628751326;0.00562632172824878;0.340938670569912;0.0346732061064452;0.724179116891383;-0.0356133853130094;-0.514938063013223
41;1.07387268779083;0.161479242034061;0.444480051509476;0.77817286271891;0.89113870470313;-0.66390821057261;0.0197341973795309
42;0.376403602429602;0.315841499230064;0.541907333326063;0.585218175027232;0.741364436357947;0.0254139938306433;0.022478174867712
43;0.741044033936831;0.374820867916044;0.282291068829922;0.578513113126386;0.793009718616635;0.507908477875967;-0.0336584047887573
44;0.798371200498723;0.886598296185363;0.717398202136372;0.436718023574769;0.815895020304623;-0.470037155025878;-0.108947236864108
45;0.585602881255648;0.570361662184556;0.181814539796429;0.455207954558387;0.588052695321532;0.100448482152288;-0.0896563948907963
46;0.423825979797855;0.749475078636039;0.728638026816846;0.556779806809601;0.776419134419146;0.434332552868779;-0.157165598337918
47;0.619268944848689;0.129255453150785;0.478154008745239;0.394445105741895;0.888917220420347;-0.109825360555368;0.113092027216831
48;0.433906238232191;0.781331450703004;0.261928465694607;0.540312656431639;0.5493497350475;0.466109268385;0.391269679190034
49;0.788108923298256;0.0372018124844779;0.803382586510166;0.200826540254113;0.0472623472715061;1.55460524162988;0.116648232783249
50;0.424014861080988;0.0381809581440428;0.402548047421849;0.358242874798613;0.37657447057759;1.44856898399054;-0.607046248620442
51;0.755591487843926;0.531215582985347;0.191850270468102;0.485358894542216;0.804615136250453;0.0151172656813701;0.150404879414688
52;0.568373302236574;0.272244045240251;0.427918614496781;0.694184348081822;0.684753887224578;-0.18672354491251;-0.173761554676055
53;0.401375268381906;0.0408637503242935;0.337062545941571;0.464888841569807;0.710293450107901;0.501184054707747;-0.512677829466185
54;0.700756375446515;0.0903616992357807;0.399320484297257;0.450575635067456;0.831714054065001;0.694483044017543;-0.0672527416396256
55;0.560710686575939;0.0689442070630254;0.59702141305476;0.208934041525882;0.219609263651549;0.066733337095544;-1.81776676554278
56;0.487129066963004;0.0729863425675754;0.392544430155524;0.300278981506884;0.598765687341754;0.288868862823967;-1.19897076772202
57;0.330602066361343;0.0318009620454514;0.404547414899564;0.174530803870251;0.207939937193349;-0.126477062377005;-1.49303222873401
58;0.584263984879724;0.268332870289936;0.454286836687718;0.407179290331566;0.616499838317273;0.323232084676574;0.0713776080445303
59;0.368049020213306;0.095723427495541;0.439653142126616;0.32990384493179;0.230214811185606;0.570006019335651;-1.09817989348633
60;0.697558055774088;0.63735652330788;0.725161017445247;0.0913095088241034;0.174243019008478;0.0321642753659396;-0.127447432344908
61;0.45706985799967;0.25341473027947;0.51262380014861;0.306246051809001;0.494729732622396;-0.185226553469378;-0.10033187624745
62;0.670063011818957;0.659847204521712;0.625660780400479;0.664944127579766;0.433340526419074;0.352692748573317;0.244099244014863
63;0.49890248495801;0.085794316487157;0.44263588896887;0.333915541116279;0.309819199996608;-0.839106851316517;-1.92043359262745
64;1.39912004093841;0.0900025137588713;0.379525641515379;0.8415450204554;0.618933630753128;1.51275475426847;-0.135661709183602
65;0.670899944422217;0.786601020802997;0.489009367130449;0.538891168675163;0.625384597674395;0.755363606423243;0.362823211108488
66;0.890092026141209;0.0823123433885455;0.486377453192376;0.56072110191368;0.819079417183298;0.192178453338526;0.438003783618195
67;0.266816033406394;0.0811369361681533;0.35275876662663;0.114704713169035;0.152229606633778;0.409427472532256;-1.22948108112576
68;1.16316505006146;0.026377808529822;0.372165592157775;0.260006420954466;0.866561902951282;0.0452698003810622;0.0836492026444284
69;0.510250140884303;0.325472575695006;0.715240515663786;0.847937178759395;0.502693296713203;0.408826225892901;-0.293987431685218
70;0.153173256874584;0.503497219727242;0.297637972794836;0.214430942588302;0.426245199734432;-0.572559777572808;-0.239253619410649
71;0.335291595649941;0.114445837869965;0.407449623324811;0.234130356800091;0.283595740770896;0.792503339852256;-1.18161061408097
72;0.581573608423874;0.588181050972766;0.722110657438002;0.515345339695326;0.477060082858105;-0.388760026997536;-0.283368419789636
73;0.367268313282733;0.167264789169937;0.326936337531019;0.521062698037689;0.541619355773521;0.632783322713182;0.560985041327074
74;0.252338795466117;0.555920923282245;0.53678793797213;0.584183476201366;0.533702030316884;-0.44092483499505;-1.06013257730053
75;0.550309751989871;0.0436200446922908;0.454985007011353;0.145774728563538;0.816438170939882;0.891565484521686;-0.305985595549974
76;0.666129044546191;0.0884571937506026;0.116560831938357;0.0182774030263057;0.618623590263034;-0.164490610556269;-0.496036287580259
77;0.530158721881223;0.849274327863251;0.42785357846336;0.525562634712894;0.814062906443028;1.60720245177728;0.415628490994682
78;0.529804125212473;0.0580083380817061;0.470311049870288;0.213571247854076;0.587448343489334;1.11743838236475;-0.0151380973707277
79;0.628612125888172;0.676208619304205;0.409417702801476;0.621496473401565;0.707530174748845;0.425039730776875;-1.12424172191764
80;0.159102501237195;0.558266967307768;0.548815425748423;0.301970678197301;0.445276079083157;0.490359715709877;-0.751515221312057
81;0.704874921690244;0.735247811576105;0.341582136540945;0.878969921379734;0.456528508568186;-0.313522765108292;0.022641324513614
82;0.2222071204543;0.0732460885896124;0.304394234614166;0.127778147267538;0.655489616744723;-0.588926789757448;0.161979460000762
83;0.851796663200725;0.0851663213255555;0.219578852449247;0.430513375919755;0.866932077569091;0.479811970912472;0.114259201319172
84;0.484238059651947;0.821361540492314;0.779875755589559;0.331473990486242;0.303605030128217;0.647756068946487;0.00174682367156929
85;0.480657628877901;0.715219863398386;0.442518896611353;0.808442507115168;0.727794972261251;0.416501424875297;-0.523338298287753
86;0.310485725587495;0.248322520462795;0.300626679437906;0.108184252928251;0.606376759624347;0.114381780564685;-0.0544569648502344
87;0.461386270398795;0.630184171379002;0.644938793693707;0.56416563733017;0.628088785304971;0.336546302741439;-0.851500320951801
88;0.534330786395066;0.100470074894876;0.424010324997405;0.371279256397712;0.842975807547172;0.918334305485411;-0.0758626119862608
89;0.551680376199556;0.79298399679595;0.43023064021835;0.568035569329148;0.693646318667515;1.14493819663148;0.505893549641399
90;0.607245826383707;0.100143378614244;0.174894316994795;0.097227361128103;0.208056617946037;0.0112872528783043;-1.73091772199085
91;1.25565252931136;0.167422047914483;0.43259977493134;0.672023124006953;0.457771167639014;1.51179617336913;-0.482726595526566
92;0.528111072283707;0.650950294737957;0.376606639925874;0.709800762755934;0.796194338586955;-0.241116459401701;0.345629092752768
93;0.402413586205238;0.250400489163618;0.603774359250934;0.254450914762607;0.625559579864486;-0.161122334024887;-0.479233770667779
94;0.319935947233878;0.213927851793279;0.25811035984664;0.0514695925468215;0.421473590728715;1.12230685939945;-0.513423447067849
95;0.835091977714144;0.327990615726804;0.567885219634709;0.645299897691788;0.688853015903522;0.766662437016856;-0.0311910646086722
96;0.440295004568178;0.114742757620045;0.34103576322034;0.0572582900273244;0.555929957542269;-1.00667736089984;-0.503857244590719
97;0.161578469941827;0.520077858945097;0.562600193787027;0.244166826503094;0.575286425412985;0.105283228911312;0.768566227955385
98;0.37840756069143;0.760835418061686;0.619966355312855;0.172903330800586;0.18710230875806;1.28991131655624;-0.566945364463075
